_id,ID,LAMS_ID,IS_CIRCLE,NAME,NAME_EN,BBS_CODE,ROW_STATUS,DIVISION_BBS_CODE,DIVISION_ID,DIVISION_NAME,DIVISION_NAME_EN,DISTRICT_BBS_CODE,DISTRICT_ID,DISTRICT_NAME,DISTRICT_NAME_EN
67f504868a956129955bf739,52492,,0,চুয়াডাঙ্গা সদর,CHUADANGA SADAR,23,1,40,4,খুলনা,Khulna,18,36,চুয়াডাঙ্গা,CHUADANGA
67f504868a956129955bf73a,52491,,0,দামুড়হুদা,DAMURHUDA,31,1,40,4,খুলনা,Khulna,18,36,চুয়াডাঙ্গা,CHUADANGA
67f504868a956129955bf73b,52490,,0,জীবননগর,JIBANNAGAR,55,1,40,4,খুলনা,Khulna,18,36,চুয়াডাঙ্গা,CHUADANGA
67f504868a956129955bf73c,52489,,0,বরুড়া,BARURA,09,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf73d,52488,,0,ব্রাক্ষ্মণপাড়া,BRAHMANPARA,15,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf73e,52487,,0,বুড়িচং,BURICHANG,18,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf73f,52486,,0,চান্দিনা,CHANDINA,27,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf740,52485,,0,চৌদ্দগ্রাম,CHAUDDAGRAM,31,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf741,52484,,0,কুমিল্লা সদর দক্ষিণ,COMILLA SADAR DAKSHIN,33,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf742,52483,,0,দাউদকান্দি,DAUDKANDI,36,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf743,52482,,0,দেবিদ্বার,DEBIDWAR,40,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf744,52481,,0,হোমনা,HOMNA,54,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf745,52480,,0,আদর্শ সদর,ADARSHA SADAR,67,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf746,52479,,0,লাকসাম,LAKSAM,72,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf747,52478,,0,মনোহরগঞ্জ,MANOHARGANJ,74,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf748,52477,,0,মেঘনা,MEGHNA,75,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf749,52476,,0,মুরাদনগর,MURADNAGAR,81,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf74a,52475,,0,নাঙ্গলকোট,NANGALKOT,87,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf74b,52474,,0,তিতাস,TITAS,94,1,20,2,চট্টগ্রাম,Chittagong,19,11,কুমিল্লা,COMILLA
67f504868a956129955bf74c,52473,,0,চকরিয়া,CHAKARIA,16,1,20,2,চট্টগ্রাম,Chittagong,22,12,কক্সবাজার,COX'S BAZAR
67f504868a956129955bf74d,52472,,0,কক্সবাজার সদর,COXS BAZAR SADAR,24,1,20,2,চট্টগ্রাম,Chittagong,22,12,কক্সবাজার,COX'S BAZAR
67f504868a956129955bf74e,52471,,0,কুতুবদিয়া,KUTUBDIA,45,1,20,2,চট্টগ্রাম,Chittagong,22,12,কক্সবাজার,COX'S BAZAR
67f504868a956129955bf74f,52470,,0,মহেশখালী,MAHESHKHALI,49,1,20,2,চট্টগ্রাম,Chittagong,22,12,কক্সবাজার,COX'S BAZAR
67f504868a956129955bf750,52469,,0,পেকুয়া,PEKUA,56,1,20,2,চট্টগ্রাম,Chittagong,22,12,কক্সবাজার,COX'S BAZAR
67f504868a956129955bf751,52468,,0,রামু,RAMU,66,1,20,2,চট্টগ্রাম,Chittagong,22,12,কক্সবাজার,COX'S BAZAR
67f504868a956129955bf752,52467,,0,টেক্‌নাফ,TEKNAF,90,1,20,2,চট্টগ্রাম,Chittagong,22,12,কক্সবাজার,COX'S BAZAR
67f504868a956129955bf753,52466,,0,উখিয়া,UKHIA,94,1,20,2,চট্টগ্রাম,Chittagong,22,12,কক্সবাজার,COX'S BAZAR
67f504868a956129955bf754,52465,,0,ধামরাই,DHAMRAI,14,1,30,3,ঢাকা,Dhaka,26,18,ঢাকা,DHAKA
67f504868a956129955bf755,52464,,0,দোহার,DOHAR,18,1,30,3,ঢাকা,Dhaka,26,18,ঢাকা,DHAKA
67f504868a956129955bf756,52463,,0,কেরানীগঞ্জ,KERANIGANJ,38,1,30,3,ঢাকা,Dhaka,26,18,ঢাকা,DHAKA
67f504868a956129955bf757,52462,,0,নবাবগঞ্জ,NAWABGANJ,62,1,30,3,ঢাকা,Dhaka,26,18,ঢাকা,DHAKA
67f504868a956129955bf758,52461,,0,সাভার,SAVAR,72,1,30,3,ঢাকা,Dhaka,26,18,ঢাকা,DHAKA
67f504868a956129955bf759,52460,,0,বিরামপুর,BIRAMPUR,10,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf75a,52459,,0,বীরগঞ্জ,BIRGANJ,12,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf75b,52458,,0,বিরল,BIROL,17,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf75c,52457,,0,বোঁচাগঞ্জ,BOCHAGANJ,21,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf75d,52456,,0,চিরিরবন্দর,CHIRIRBANDAR,30,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf75e,52455,,0,ফুলবাড়ী,FULBARI,38,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf75f,52454,,0,ঘোড়াঘাট,GHORAGHAT,43,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf760,52453,,0,হাকিমপুর,HAKIMPUR,47,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf761,52452,,0,কাহারোল,KAHAROLE,56,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf762,52451,,0,খানসামা,KHANSAMA,60,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf763,52450,,0,দিনাজপুর সদর,DINAJPUR SADAR,64,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf764,52449,,0,নবাবগঞ্জ,NAWABGANJ,69,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf765,52448,,0,পার্বতীপুর,PARBATIPUR,77,1,55,6,রংপুর,Rangpur,27,53,দিনাজপুর,DINAJPUR
67f504868a956129955bf766,52447,,0,আলফাডাঙ্গা,ALFADANGA,03,1,30,3,ঢাকা,Dhaka,29,19,ফরিদপুর,FARIDPUR
67f504868a956129955bf767,52446,,0,ভাংগা,BHANGA,10,1,30,3,ঢাকা,Dhaka,29,19,ফরিদপুর,FARIDPUR
67f504868a956129955bf768,52445,,0,বোয়ালমারী,BOALMARI,18,1,30,3,ঢাকা,Dhaka,29,19,ফরিদপুর,FARIDPUR
67f504868a956129955bf769,52444,,0,চর ভদ্রাসন,CHAR BHADRASAN,21,1,30,3,ঢাকা,Dhaka,29,19,ফরিদপুর,FARIDPUR
67f504868a956129955bf76a,52443,,0,ফরিদপুর সদর,FARIDPUR SADAR,47,1,30,3,ঢাকা,Dhaka,29,19,ফরিদপুর,FARIDPUR
67f504868a956129955bf76b,52442,,0,মধুখালী,MADHUKHALI,56,1,30,3,ঢাকা,Dhaka,29,19,ফরিদপুর,FARIDPUR
67f504868a956129955bf76c,52441,,0,নগরকান্দা,NAGARKANDA,62,1,30,3,ঢাকা,Dhaka,29,19,ফরিদপুর,FARIDPUR
67f504868a956129955bf76d,52440,,0,সদরপুর,SADARPUR,84,1,30,3,ঢাকা,Dhaka,29,19,ফরিদপুর,FARIDPUR
67f504868a956129955bf76e,52439,,0,ছাগলনাইয়া,CHHAGALNAIYA,14,1,20,2,চট্টগ্রাম,Chittagong,30,13,ফেনী,FENI
67f504868a956129955bf76f,52438,,0,দাগনভূঞাঁ,DAGANBHUIYAN,25,1,20,2,চট্টগ্রাম,Chittagong,30,13,ফেনী,FENI
67f504868a956129955bf770,52437,,0,ফেনী সদর,FENI SADAR,29,1,20,2,চট্টগ্রাম,Chittagong,30,13,ফেনী,FENI
67f504868a956129955bf771,52436,,0,ফুলগাজী,FULGAZI,41,1,20,2,চট্টগ্রাম,Chittagong,30,13,ফেনী,FENI
67f504868a956129955bf772,52435,,0,পরশুরাম,PARSHURAM,51,1,20,2,চট্টগ্রাম,Chittagong,30,13,ফেনী,FENI
67f504868a956129955bf773,52434,,0,সোনাগাজী,SONAGAZI,94,1,20,2,চট্টগ্রাম,Chittagong,30,13,ফেনী,FENI
67f504868a956129955bf774,52433,,0,ফুলছড়ি,FULCHHARI,21,1,55,6,রংপুর,Rangpur,32,54,গাইবান্ধা,GAIBANDHA
67f504868a956129955bf775,52432,,0,গাইবান্ধা সদর,GAIBANDHA SADAR,24,1,55,6,রংপুর,Rangpur,32,54,গাইবান্ধা,GAIBANDHA
67f504868a956129955bf776,52431,,0,গোবিন্দগঞ্জ,GOBINDAGANJ,30,1,55,6,রংপুর,Rangpur,32,54,গাইবান্ধা,GAIBANDHA
67f504868a956129955bf777,52430,,0,পলাশবাড়ী,PALASHBARI,67,1,55,6,রংপুর,Rangpur,32,54,গাইবান্ধা,GAIBANDHA
67f504868a956129955bf778,52429,,0,সাদুল্যাপুর,SADULLAPUR,82,1,55,6,রংপুর,Rangpur,32,54,গাইবান্ধা,GAIBANDHA
67f504868a956129955bf779,52428,,0,সাঘাটা,SAGHATA,88,1,55,6,রংপুর,Rangpur,32,54,গাইবান্ধা,GAIBANDHA
67f504868a956129955bf77a,52427,,0,সুন্দরগঞ্জ,SUNDARGANJ,91,1,55,6,রংপুর,Rangpur,32,54,গাইবান্ধা,GAIBANDHA
67f504868a956129955bf77b,52426,,0,গাজীপুর সদর,GAZIPUR SADAR,30,1,30,3,ঢাকা,Dhaka,33,20,গাজীপুর,GAZIPUR
67f504868a956129955bf77c,52425,,0,কালিয়াকৈর,KALIAKAIR,32,1,30,3,ঢাকা,Dhaka,33,20,গাজীপুর,GAZIPUR
67f504868a956129955bf77d,52424,,0,কালীগঞ্জ,KALIGANJ,34,1,30,3,ঢাকা,Dhaka,33,20,গাজীপুর,GAZIPUR
67f504868a956129955bf77e,52423,,0,কাপাসিয়া,KAPASIA,36,1,30,3,ঢাকা,Dhaka,33,20,গাজীপুর,GAZIPUR
67f504868a956129955bf77f,52422,,0,শ্রীপুর,SREEPUR,86,1,30,3,ঢাকা,Dhaka,33,20,গাজীপুর,GAZIPUR
67f504868a956129955bf780,52421,,0,গোপালগঞ্জ সদর,GOPALGANJ SADAR,32,1,30,3,ঢাকা,Dhaka,35,21,গোপালগঞ্জ,GOPALGANJ
67f504868a956129955bf781,52420,,0,কাশিয়ানী,KASHIANI,43,1,30,3,ঢাকা,Dhaka,35,21,গোপালগঞ্জ,GOPALGANJ
67f504868a956129955bf782,52419,,0,কোটালীপাড়া,KOTALIPARA,51,1,30,3,ঢাকা,Dhaka,35,21,গোপালগঞ্জ,GOPALGANJ
